2,2000-07-07 18:36:18.0,1,94.43
8,2000-11-30 09:17:28.0,1,97.74
11,2000-03-11 02:36:58.0,1,93.98
18,2000-01-17 11:05:14.0,1,96.21
22,2000-07-17 22:15:26.0,1,96.7
35,2000-09-26 12:54:01.0,1,99.91
36,2000-10-11 21:15:35.0,1,90.47
39,2000-10-03 15:08:22.0,1,93.85
44,2000-06-23 13:19:24.0,1,98.13
68,2000-11-09 01:08:25.0,1,95.74
84,2000-07-06 02:51:38.0,1,96.93
111,2000-10-13 05:17:06.0,1,97.85
129,2000-10-25 13:37:59.0,1,97.44
134,2000-11-22 09:05:01.0,1,90.06
141,2000-06-14 00:46:49.0,1,91.34
146,2000-03-29 09:38:43.0,1,98.01
147,2000-03-04 17:13:17.0,1,93.19
158,2000-08-07 04:27:26.0,1,99.14
170,2000-07-17 03:51:33.0,1,95.48
183,2000-03-30 03:25:13.0,1,97.88
212,2000-01-09 02:24:36.0,1,96.7
213,2000-10-07 13:30:48.0,1,94.19
216,2000-09-14 21:00:07.0,1,94.96
228,2000-07-09 17:54:08.0,1,93.42
241,2000-08-17 16:06:47.0,1,94.27
258,2000-08-11 06:48:45.0,1,92.26
331,2000-05-13 20:58:26.0,1,93.67
339,2000-06-05 17:28:48.0,1,92.25
341,2000-04-20 00:54:13.0,1,94.19
357,2000-07-30 14:15:51.0,1,90.96
362,2000-09-14 04:45:46.0,1,93.31
363,2000-07-20 10:10:53.0,1,95.95
382,2000-04-05 18:05:26.0,1,97.44
398,2000-07-21 08:48:25.0,1,96.17
401,2000-05-27 01:22:25.0,1,97.85
417,2000-11-21 17:54:44.0,1,91.9
432,2000-11-27 20:37:44.0,1,92.42
434,2000-10-19 13:35:23.0,1,91.74
439,2000-03-08 12:27:34.0,1,99.71
442,2000-01-28 02:15:15.0,1,98.32
460,2000-03-06 11:55:56.0,1,94.71
468,2000-11-29 09:04:46.0,1,94.59
471,2000-02-22 05:22:33.0,1,98.23
490,2000-02-03 06:35:40.0,1,98.24
493,2000-04-17 03:36:56.0,1,91.87
496,2000-11-07 19:31:06.0,1,92.2
507,2000-08-05 18:57:03.0,1,91.1
529,2000-03-09 01:42:39.0,1,91.56
538,2000-05-29 01:58:05.0,1,98.39
542,2000-01-23 20:39:34.0,1,96.87
552,2000-11-16 00:51:40.0,1,91.11
568,2000-07-24 01:18:59.0,1,98.52
576,2000-01-19 06:49:58.0,1,95.24
579,2000-12-20 03:16:52.0,1,93.88
586,2000-04-20 07:22:00.0,1,97.6
587,2000-12-21 09:09:24.0,1,93.98
589,2000-01-10 07:30:48.0,1,91.09
592,2000-12-19 00:11:48.0,1,91.35
612,2000-09-25 19:52:40.0,1,90.08
624,2000-10-14 20:29:25.0,1,91.89
630,2000-10-17 08:22:02.0,1,98.32
644,2000-01-21 14:48:18.0,1,98.85
645,2000-10-09 07:38:33.0,1,90.13
653,2000-07-25 03:54:07.0,1,91.53
708,2000-06-27 12:09:19.0,1,91.29
717,2000-09-23 22:31:10.0,1,98.17
733,2000-06-18 11:31:59.0,1,96.46
747,2000-12-11 13:18:28.0,1,90.66
750,2000-03-16 00:49:25.0,1,92.49
756,2000-12-05 15:45:54.0,1,90.1
777,2000-11-08 07:16:08.0,1,92.06
781,2000-07-03 19:57:24.0,1,94.05
787,2000-10-04 12:12:06.0,1,94.48
804,2000-02-12 22:32:58.0,1,97.66
806,2000-01-09 04:04:07.0,1,94.3
809,2000-05-29 17:36:18.0,1,99.18
829,2000-06-08 21:36:25.0,1,98.7
832,2000-09-12 06:24:41.0,1,93.36
859,2000-10-10 19:40:16.0,1,99.51
864,2000-12-01 11:46:37.0,1,90.3
883,2000-01-24 00:39:24.0,1,98.25
885,2000-03-08 00:12:44.0,1,90.46
888,2000-01-05 22:19:10.0,1,96.52
890,2000-10-21 03:24:39.0,1,93.13
893,2000-05-04 12:50:44.0,1,98.04
912,2000-03-21 17:02:07.0,1,96.53
913,2000-02-29 18:48:58.0,1,92.24
917,2000-09-17 09:56:32.0,1,98.08
922,2000-03-18 19:28:51.0,1,98.88
927,2000-04-17 19:39:52.0,1,91.27
930,2000-01-28 02:45:12.0,1,93.09
937,2000-04-09 13:29:42.0,1,92.54
946,2000-12-28 23:16:08.0,1,98.32
958,2000-10-19 05:43:18.0,1,92.85
971,2000-06-10 20:39:57.0,1,98.74
982,2000-02-27 13:58:19.0,1,90.56
985,2000-06-21 11:32:45.0,1,94.48
989,2000-11-15 17:07:04.0,1,96.48
991,2000-11-05 13:45:44.0,1,97.79
1014,2000-01-08 19:38:11.0,1,92.9
1027,2000-03-29 10:30:35.0,1,94.46
1034,2000-04-26 06:16:51.0,1,93.05
1064,2000-06-01 02:15:12.0,1,91.68
1065,2000-05-02 01:24:18.0,1,92.1
1068,2000-11-08 14:44:44.0,1,98.38
1071,2000-10-13 09:18:59.0,1,95.27
1080,2000-11-11 16:56:23.0,1,97.92
1095,2000-05-21 17:52:28.0,1,94.08
1098,2000-06-20 09:06:49.0,1,90.85
1099,2000-02-18 23:20:45.0,1,94.49
1105,2000-01-03 09:44:42.0,1,93.45
1108,2000-10-28 07:36:52.0,1,99.67
1112,2000-09-23 13:01:35.0,1,98.9
1134,2000-04-16 15:12:10.0,1,91.11
1149,2000-11-25 18:33:34.0,1,99.01
1152,2000-01-30 13:54:32.0,1,97.52
1164,2000-08-19 20:36:21.0,1,96.79
1169,2000-05-23 15:12:03.0,1,91.13
1177,2000-11-20 17:01:15.0,1,99.41
1180,2000-03-31 03:01:18.0,1,96.29
1184,2000-04-21 10:45:32.0,1,92.76
1190,2000-08-08 18:12:01.0,1,90.83
1191,2000-09-22 12:02:53.0,1,91.16
1213,2000-09-27 14:26:59.0,1,91.83
1219,2000-01-07 13:48:57.0,1,98.65
1231,2000-12-02 07:06:09.0,1,91.22
1236,2000-02-07 12:27:36.0,1,94.94
1245,2000-04-13 13:25:58.0,1,90.91
1247,2000-08-23 21:07:17.0,1,99.26
1251,2000-12-14 11:32:57.0,1,93.38
1256,2000-05-25 04:43:45.0,1,96.2
1260,2000-01-11 20:18:31.0,1,91.83
1264,2000-07-27 19:58:32.0,1,99.57
1286,2000-05-05 15:45:28.0,1,95.56
1299,2000-11-06 03:07:49.0,1,99.95
1302,2000-10-18 21:17:49.0,1,92.27
1306,2000-02-01 08:36:58.0,1,95.59
1309,2000-02-04 12:16:46.0,1,95.09
1313,2000-06-06 06:34:11.0,1,93.33
1315,2000-03-26 16:41:08.0,1,95.88
1318,2000-07-22 13:45:12.0,1,97.66
1323,2000-12-15 13:48:54.0,1,92.85
1333,2000-10-27 20:30:00.0,1,98.87
1339,2000-12-12 02:20:41.0,1,92.61
1364,2000-01-03 20:19:09.0,1,98.65
1376,2000-05-09 06:36:51.0,1,97.76
1378,2000-07-01 20:42:02.0,1,91.77
1385,2000-03-03 20:04:57.0,1,94.04
1396,2000-09-13 16:07:17.0,1,91.37
1400,2000-11-05 19:09:00.0,1,92.91
